caption,filepath,uuid_clean
"Euplectellidae exhibit a cylindrical, porous structure with a white coloration, resting on a substrate of rocky sediment and gravel.",src/data/Fathomnet-by-Phylum-2/train/images/36370f40-aca6-4e54-bf2f-d9e9392f47e6_original_jpg.rf.45860d016294f8977688eff4c9ec4865.jpg,36370f40-aca6-4e54-bf2f-d9e9392f47e6
"Pannychia moseleyi exhibits a slender, elongated body with a pale coloration, textured with fine setae, resting on a rugged rock substrate.",src/data/Fathomnet-by-Phylum-2/train/images/987cbdba-d97e-4a7c-91bf-637ad5b5af80_original_jpg.rf.f85137d4c9b20234ff4ae91121202a6c.jpg,987cbdba-d97e-4a7c-91bf-637ad5b5af80
"Munnopsidae exhibit a flattened, elongated body with a smooth texture, displaying a pale coloration against a hard, rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/83e999b6-80aa-48ce-8794-72cb7643f3c9_original_jpg.rf.f772d4c0c9942e2b8ba4aac3b719ef77.jpg,83e999b6-80aa-48ce-8794-72cb7643f3c9
"Coryphaenoides exhibits an elongated, streamlined body with a pale coloration and smooth texture, resting on a substrate of rocky sediment.",src/data/Fathomnet-by-Phylum-2/train/images/31a87b5f-45ce-43ef-bab4-b348eba09f33_original_jpg.rf.707acdb974578fbae994c87b99956d7e.jpg,31a87b5f-45ce-43ef-bab4-b348eba09f33
"Coryphaenoides exhibit elongated, streamlined bodies with a pale coloration, resting on a substrate of coarse sediment and rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/3e01dbd5-ff56-4996-bf65-b0b72e196f11_original_jpg.rf.b08fe1fe3a504a295a4e1a687e5bae38.jpg,3e01dbd5-ff56-4996-bf65-b0b72e196f11
"Pannychia exhibits a rounded, robust shape with a mottled gray coloration and a rough texture, situated on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/d1d7c795-cc3b-4059-99a3-f1a7256bbcc1_original_jpg.rf.1c33917eac93270314df39924e5c296a.jpg,d1d7c795-cc3b-4059-99a3-f1a7256bbcc1
"Synallactes exhibit elongated, soft bodies with a pale pink hue, resting on a hard, rocky substrate interspersed with fine sediment.",src/data/Fathomnet-by-Phylum-2/train/images/55dd270f-6fc2-434d-9745-c8bad851eb67_original_jpg.rf.6996030add654d457418ab02610953b5.jpg,55dd270f-6fc2-434d-9745-c8bad851eb67
"Zoantharia exhibit branching, tubular polyps with a white coloration and a soft, textured surface, attached to a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/127683e5-b4af-4f77-a031-5c57b9bd06c8_original_jpg.rf.44d516f178d82411c57813335ee44582.jpg,127683e5-b4af-4f77-a031-5c57b9bd06c8
"Bathyraja spinosissima exhibits a flattened, disc-shaped body with a pale coloration and smooth texture, resting on a substrate of rugged rocks.",src/data/Fathomnet-by-Phylum-2/train/images/73503d24-2ba6-4369-be9f-58b4f447506c_original_jpg.rf.8922bc8b4ae2f9c1a35071bbe1c25797.jpg,73503d24-2ba6-4369-be9f-58b4f447506c
"Pteraster exhibits a pentagonal shape, pale coloration, rough texture, resting on a substrate of angular rock fragments.",src/data/Fathomnet-by-Phylum-2/train/images/d5cbfffd-8a95-4761-a8a6-efdb74f5d2c6_original_jpg.rf.63d35aab3386f12d4f2640e7420b0d58.jpg,d5cbfffd-8a95-4761-a8a6-efdb74f5d2c6
"Bathyraja spinosissima exhibits a flattened, disc-like body with a pale coloration and rough texture, resting on rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/ae2b8fd4-7af3-45f4-8373-aac60e7c760d_original_jpg.rf.71df7c9144b08d993253d75a34f8522f.jpg,ae2b8fd4-7af3-45f4-8373-aac60e7c760d
"Coryphaenoides exhibit elongated, streamlined bodies with a pale coloration, resting on a substrate of coarse, uneven rocky sediment.",src/data/Fathomnet-by-Phylum-2/train/images/d14824f9-40e8-403b-a064-c9b6ace9ab92_original_jpg.rf.850b2dc8623bfdbd41d338e4fc302dd2.jpg,d14824f9-40e8-403b-a064-c9b6ace9ab92
"Bargmannia lata exhibits a slender, elongated body with a translucent, pale coloration and smooth texture, suspended above a soft sediment substrate.",src/data/Fathomnet-by-Phylum-2/train/images/c3a5f2d5-ec70-4130-9028-470e601fbf2a_original_jpg.rf.e841d46f67db3cd1be52d9721a36d9c2.jpg,c3a5f2d5-ec70-4130-9028-470e601fbf2a
"Antimora microlepis exhibits an elongated, streamlined body with a dark brown coloration and smooth texture, resting on a soft, sedimentary substrate.",src/data/Fathomnet-by-Phylum-2/train/images/4bdbddcc-095a-4636-91b4-c500d3763781_original_jpg.rf.f31e485ac5d14c62e5c9b9158782a5c3.jpg,4bdbddcc-095a-4636-91b4-c500d3763781
"Comatulida exhibit a feathery, branched morphology in pale hues, while Peniagone displays a cylindrical, elongated shape; substrate consists of rough, dark basaltic rock.",src/data/Fathomnet-by-Phylum-2/train/images/014885ae-6715-4485-b59c-2f2bbae53cd7_original_jpg.rf.0e15dff05456590fff89c103372672d1.jpg,014885ae-6715-4485-b59c-2f2bbae53cd7
"Pannychia moseleyi exhibits a translucent, elongated body with feathery parapodia, resting on a substrate of fine sediment interspersed with rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/77f98200-7ead-4bab-add0-b7636446794c_original_jpg.rf.19cdb438e1a066331fc5a9ba5e226520.jpg,77f98200-7ead-4bab-add0-b7636446794c
"Peniagone exhibits a slender, elongated body with a translucent, pale coloration, resting on a rocky substrate characterized by fine sediment and basaltic formations.",src/data/Fathomnet-by-Phylum-2/train/images/d25cfb7b-3f82-4c9e-9df8-a299c783b8fd_original_jpg.rf.d26cffad8a12346d74fa5be67ae409a0.jpg,d25cfb7b-3f82-4c9e-9df8-a299c783b8fd
"Synallactes exhibits a cylindrical, elongated shape with a pink hue, resting on a rough, basaltic substrate interspersed with fine sediment.",src/data/Fathomnet-by-Phylum-2/train/images/4b9431dc-ff07-4eac-992b-24c27e7bb828_original_jpg.rf.a31a75f08db91ec7dc84ad2cc2528f59.jpg,4b9431dc-ff07-4eac-992b-24c27e7bb828
"Antimora microlepis exhibits an elongated, streamlined body with a dark coloration and smooth texture, resting on a substrate of rocky sediment.",src/data/Fathomnet-by-Phylum-2/train/images/438aea1e-b1e2-4c67-a1c3-6599ca8b5e3f_original_jpg.rf.58ed66a5f3a57ccd45b0e4f0c69c4c6a.jpg,438aea1e-b1e2-4c67-a1c3-6599ca8b5e3f
"Hyalonema exhibits a cylindrical, spicule-rich body with a pale coloration, while Synallactes shows a more elongated form with a darker hue, both resting on rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/13ef4af0-5308-48c8-8ab8-939fa705e2ff_original_jpg.rf.a0f6527db75c79791edebce028a1f016.jpg,13ef4af0-5308-48c8-8ab8-939fa705e2ff
"Aegina exhibits a bell-shaped, translucent body with long, trailing tentacles, suspended in a dark, sediment-rich water column at 1121.04 m depth.",src/data/Fathomnet-by-Phylum-2/train/images/f91e2905-93c7-470a-b94e-59fb9a4677f1_original_jpg.rf.37dc3e2f3daf45a5f0376153245c1d4b.jpg,f91e2905-93c7-470a-b94e-59fb9a4677f1
"Coryphaenoides exhibit elongated, streamlined bodies with a pale coloration, residing on a rocky substrate interspersed with sediment.",src/data/Fathomnet-by-Phylum-2/train/images/e57c6824-276f-4f21-b47c-cb160c2f76c5_original_jpg.rf.5e7db954aa6fa5b930ea36418e1c423a.jpg,e57c6824-276f-4f21-b47c-cb160c2f76c5
"Bathyraja spinosissima exhibits a flattened, disc-like shape with a pale coloration and smooth texture, resting on rocky substrate interspersed with sediment.",src/data/Fathomnet-by-Phylum-2/train/images/4141783d-2a0c-496d-a563-72c17abe9f09_original_jpg.rf.3fd29d7aa3d8fd878f24bc6a6bd86b2f.jpg,4141783d-2a0c-496d-a563-72c17abe9f09
"Laetmogone exhibits an elongated, streamlined body with a pale coloration, while Coryphaenoides has a robust, dark-hued form; both inhabit a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/59d4935c-d690-4115-b0be-4861995c0857_original_jpg.rf.d8f2c26dd273ce7847198c30b268c909.jpg,59d4935c-d690-4115-b0be-4861995c0857
"Macrouridae exhibit elongated bodies with a tapered caudal fin, pale coloration, and smooth texture, resting on a soft sediment substrate.",src/data/Fathomnet-by-Phylum-2/train/images/dad27d25-2a59-4b02-8b41-e074fd998206_original_jpg.rf.2441a262ddeefe77f6ad4430429acdae.jpg,dad27d25-2a59-4b02-8b41-e074fd998206
"Synallactes exhibit elongated, pinkish bodies with a smooth texture, resting on a hard, dark basalt substrate interspersed with fine sediment.",src/data/Fathomnet-by-Phylum-2/train/images/17e0206a-a723-4a6f-8acd-4ab529d08b51_original_jpg.rf.acb2109da1df615794643c4a9ffef111.jpg,17e0206a-a723-4a6f-8acd-4ab529d08b51
"Ceriantharia exhibit elongated, cylindrical polyps with a smooth texture, typically pale in color, situated on a soft sediment substrate at 1518.54 m depth.",src/data/Fathomnet-by-Phylum-2/train/images/a5d12d4b-6e69-420b-9316-21951635d016_original_jpg.rf.68638c3e1f7ab59f09abf79bdfd823ee.jpg,a5d12d4b-6e69-420b-9316-21951635d016
"Antimora microlepis exhibits an elongated, streamlined body with a silvery hue and smooth texture, resting on a soft, sedimentary substrate.",src/data/Fathomnet-by-Phylum-2/train/images/99378616-53dd-410a-8758-43eb7ef5a595_original_jpg.rf.cc7ed8b3dff5c209dc6a4b70cd7af4e4.jpg,99378616-53dd-410a-8758-43eb7ef5a595
"Paragorgia arborea exhibits a branching, tree-like morphology with a pink hue, textured surface, anchored to rocky substrate at 1669.67 m depth.",src/data/Fathomnet-by-Phylum-2/train/images/953991c0-70f4-4822-a7b6-51f2a8a60db5_original_jpg.rf.42284a2ae964d52e401e9493151f0529.jpg,953991c0-70f4-4822-a7b6-51f2a8a60db5
"Coryphaenoides acrolepis exhibits an elongated, streamlined body with a pale coloration, swimming above a substrate of fine sediment and scattered rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/ac0c9d2e-41c8-45a6-b1f7-a05347d76488_original_jpg.rf.1f420add7c51fec50779fcc44b2283e8.jpg,ac0c9d2e-41c8-45a6-b1f7-a05347d76488
"Psychrolutes phrictus exhibits a gelatinous, rounded body with a pale coloration, resting on a soft, sedimentary substrate interspersed with rocky formations.",src/data/Fathomnet-by-Phylum-2/train/images/674c570c-52f5-4b5f-aab5-5710299df29c_original_jpg.rf.5b60716132901a48b4f035363a8c1643.jpg,674c570c-52f5-4b5f-aab5-5710299df29c
"Antimora microlepis exhibits an elongated, streamlined body with a silvery coloration, resting on a substrate of rugged, basaltic rock formations.",src/data/Fathomnet-by-Phylum-2/train/images/6288cbef-b5b1-4e2e-9615-e86d9b9de704_original_jpg.rf.7f4da88ab2f71743d8f44052db9ac162.jpg,6288cbef-b5b1-4e2e-9615-e86d9b9de704
"Chrysogorgia exhibits a branching, tree-like morphology with white polyps, while the substrate consists of soft sediment and scattered rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/b44b49a4-5760-42bc-81cf-c4e6ac3b3928_original_jpg.rf.8e95f91c9cd4aba07f67c1f0f7ec2901.jpg,b44b49a4-5760-42bc-81cf-c4e6ac3b3928
"Pteraster exhibits a pentagonal, soft-bodied morphology with a pale pink hue, textured surface, resting on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/76e12e7b-d213-422c-9879-ff043843be0d_original_jpg.rf.2d15768c9d1c640cc938af677fffe68a.jpg,76e12e7b-d213-422c-9879-ff043843be0d
"Physonectae exhibit elongated, transparent bodies with a delicate, gelatinous texture, suspended in a pelagic environment devoid of visible substrate.",src/data/Fathomnet-by-Phylum-2/train/images/1373a24a-8ed2-45c1-8912-f2ab053a25b4_original_jpg.rf.cc317f91e14f9f220318dacbc82b95ea.jpg,1373a24a-8ed2-45c1-8912-f2ab053a25b4
"Paragorgia arborea exhibits a bushy, branched morphology with a pinkish hue and a soft, fleshy texture, situated on rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/3c9798e8-18b7-48e8-89fd-a302c7cb1617_original_jpg.rf.6db73e4b93da5ad647c2571a2bf5b4ca.jpg,3c9798e8-18b7-48e8-89fd-a302c7cb1617
"Synallactes exhibit elongated bodies with a mottled brown coloration, textured skin, and inhabit a rocky substrate at 2309.18 m depth.",src/data/Fathomnet-by-Phylum-2/train/images/d62df391-e837-40ed-8f16-fbeef34a1789_original_jpg.rf.47a81f145e48aa995eb9406b2f95a4ea.jpg,d62df391-e837-40ed-8f16-fbeef34a1789
"Physonectae exhibit elongated, transparent bodies with a reddish hue, suspended above a soft sediment substrate at 1406.2 m depth.",src/data/Fathomnet-by-Phylum-2/train/images/7a6a340d-6d6b-4578-9b1b-62b7dc7d6385_original_jpg.rf.ed8b1e17f07f414ca8c6d4729b42cc83.jpg,7a6a340d-6d6b-4578-9b1b-62b7dc7d6385
"Synallactes exhibit elongated, soft-bodied morphology with a pale coloration, resting on a hard, rocky substrate interspersed with fine sediment.",src/data/Fathomnet-by-Phylum-2/train/images/64e39520-ab90-4f34-8a75-129f63c114a9_original_jpg.rf.e045bdb4764ada135536f4cc272fe3bf.jpg,64e39520-ab90-4f34-8a75-129f63c114a9
"Peniagone exhibits a cylindrical, elongated shape with a smooth, pale coloration, resting on a substrate of coarse volcanic rock.",src/data/Fathomnet-by-Phylum-2/train/images/3934e0e2-6949-481e-bcd3-1169c67d287a_original_jpg.rf.5b5845b77e93ec5975f623cbcc135a60.jpg,3934e0e2-6949-481e-bcd3-1169c67d287a
"Psathyrometra fragilis exhibits a slender, elongated body with a smooth texture, while Macrouridae displays a robust, tapered shape; substrate consists of rocky outcrops and fine sediment.",src/data/Fathomnet-by-Phylum-2/train/images/718392e2-425d-4266-910b-1e76888e4653_original_jpg.rf.ee4abf7436185f94c3b060e44d5e681e.jpg,718392e2-425d-4266-910b-1e76888e4653
"Synallactes exhibit elongated, cylindrical bodies with a smooth, dark coloration, resting on a substrate of large, rounded basaltic rocks interspersed with fine sediment.",src/data/Fathomnet-by-Phylum-2/train/images/4666969d-a6a6-4e12-848b-79e0d39fec67_original_jpg.rf.da6a546f21d58c8e49281a5d2446abad.jpg,4666969d-a6a6-4e12-848b-79e0d39fec67
"Ceriantharia exhibit elongated, cylindrical polyps with a pale coloration and a soft, flexible texture, situated on a rocky substrate interspersed with sediment.",src/data/Fathomnet-by-Phylum-2/train/images/f744e710-8828-45c5-a3fa-0cc9c5715430_original_jpg.rf.6a057dde4e5391618b1aeef42c4e78ea.jpg,f744e710-8828-45c5-a3fa-0cc9c5715430
"Coryphaenoides exhibit elongated, streamlined bodies with a pale coloration and smooth texture, resting on a substrate of rocky sediment.",src/data/Fathomnet-by-Phylum-2/train/images/0c64c3a1-9520-4ae8-9008-feea8a78d48a_original_jpg.rf.ecfacee34ab883210db43a40444619e0.jpg,0c64c3a1-9520-4ae8-9008-feea8a78d48a
"Ceriantharia exhibit cylindrical, elongated polyps with dark coloration and a textured surface, situated on rocky substrate amidst sediment.",src/data/Fathomnet-by-Phylum-2/train/images/43af30ec-c448-4b1d-8152-369887e63f9b_original_jpg.rf.6d2785c9e439eb6ec7a45e2fcfa0668e.jpg,43af30ec-c448-4b1d-8152-369887e63f9b
"Coryphaenoides exhibits elongated, streamlined bodies with a pale coloration, while Porifera displays a lobed, irregular shape in a lighter hue, resting on soft sediment.",src/data/Fathomnet-by-Phylum-2/train/images/50b89c53-03e8-49cb-95b4-073c450a2695_original_jpg.rf.3c056f4e2bc64b847b2ef9c881b65eba.jpg,50b89c53-03e8-49cb-95b4-073c450a2695
"Crossaster borealis exhibits a pentagonal shape, pale coloration, rough texture, resting on a rocky substrate at a depth of 2362.95 meters.",src/data/Fathomnet-by-Phylum-2/train/images/2b6ff1bc-6061-4ae5-9f46-7f80408a286d_original_jpg.rf.625c11ad71a89e2511c1ba9a9233578a.jpg,2b6ff1bc-6061-4ae5-9f46-7f80408a286d
"Pannychia exhibits a cylindrical, elongated body with a pale coloration and a smooth texture, resting on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/358f1390-960c-4aa4-8340-e2b27ab674e6_original_jpg.rf.2c9b1a58fbe9a41d74e958d1459b1c30.jpg,358f1390-960c-4aa4-8340-e2b27ab674e6
"Poralia rufescens exhibits a flattened, lobate morphology with a pale coloration and smooth texture, situated on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/d4bd82ee-66f4-46c1-8e9c-66e331793a13_original_jpg.rf.06cabcc069c73ec892e4dfa396eb8253.jpg,d4bd82ee-66f4-46c1-8e9c-66e331793a13
"Munidopsis exhibits a robust, elongated body with a pale coloration and a rough texture, inhabiting a substrate of coarse sediment and rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/24dcc7ed-6c96-4c9c-8055-aace1258ddc1_original_jpg.rf.52fc8e8c84361c14a7e11bbeb2ac83e3.jpg,24dcc7ed-6c96-4c9c-8055-aace1258ddc1
"Antimora microlepis exhibits an elongated, streamlined body with a dark brown coloration and smooth texture, resting on a substrate of fine sediment interspersed with rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/50ae611e-1c2c-47b9-8371-5db5a9895475_original_jpg.rf.b5e562b53e3a929f7ae71668e98a7fb0.jpg,50ae611e-1c2c-47b9-8371-5db5a9895475
"Bathyraja spinosissima exhibits a flattened, disc-shaped body with a pale coloration and smooth texture, resting on a substrate of dark, rocky sediment.",src/data/Fathomnet-by-Phylum-2/train/images/150f24a0-aa88-468e-9415-f1e8ea6c7f8d_original_jpg.rf.b0de49dae004c3d5f33ecc26af3bc6d8.jpg,150f24a0-aa88-468e-9415-f1e8ea6c7f8d
"Hymenaster exhibits a star-shaped, brownish body with a rough texture, resting on a substrate of fine sediment and rocky outcrops.",src/data/Fathomnet-by-Phylum-2/train/images/7282f04a-da91-4032-b03d-179e5a301899_original_jpg.rf.5b1d7b06132bd659712d6d44df4eeaa1.jpg,7282f04a-da91-4032-b03d-179e5a301899
"Psychrolutes phrictus exhibits a gelatinous, rounded body with a pale coloration, resting on a substrate of rocky sediment.",src/data/Fathomnet-by-Phylum-2/train/images/8f39e373-a9c2-4976-a68e-ae72405befef_original_jpg.rf.10471b3aef7bf70566a7e9f93f1cfbc6.jpg,8f39e373-a9c2-4976-a68e-ae72405befef
"Opisthoteuthis cf. californiana exhibits a rounded, soft body with a reddish-brown hue, resting on a sandy substrate interspersed with rocky formations.",src/data/Fathomnet-by-Phylum-2/train/images/36a7932e-12f8-46c4-95fe-8263ec1c2132_original_jpg.rf.48d531ecd84e1d10f112ffd9a1f60459.jpg,36a7932e-12f8-46c4-95fe-8263ec1c2132
"Bathyraja spinosissima exhibits a flattened, disc-shaped body with a pale coloration and rough texture, resting on a substrate of dark, rocky sediment.",src/data/Fathomnet-by-Phylum-2/train/images/8d63cda5-c646-4720-b6b0-9dbd98931686_original_jpg.rf.706696e7c5a56ab4b04f29449947786f.jpg,8d63cda5-c646-4720-b6b0-9dbd98931686
"Zoantharia exhibit cylindrical polyps with a pale coloration, attached to rocky substrate, displaying a smooth texture amidst coarse sediment.",src/data/Fathomnet-by-Phylum-2/train/images/65c1781d-359f-4b1a-ad4b-0ac479e238d5_original_jpg.rf.21800009bec6e7734bd05b6e3b6f9aef.jpg,65c1781d-359f-4b1a-ad4b-0ac479e238d5
"Antimora microlepis exhibits a streamlined, elongated body with a dark brown coloration, smooth texture, and resides above a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/1a3a8b2c-9f0c-4757-9ebb-2a9dc2c381a2_original_jpg.rf.702b2cf271b3368995cfc8c11dbb6e55.jpg,1a3a8b2c-9f0c-4757-9ebb-2a9dc2c381a2
"Psychrolutes phrictus exhibits a gelatinous, rounded body with a pale coloration and a smooth texture, resting on a rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/24a09dc2-b27b-4695-8b16-e7da55cbb991_original_jpg.rf.40ec6ba014d72066734c86f2447fc2eb.jpg,24a09dc2-b27b-4695-8b16-e7da55cbb991
"Bathyraja spinosissima exhibits a flattened, disc-like body with pale coloration and smooth texture, resting on rocky substrate at 2059.26 m depth.",src/data/Fathomnet-by-Phylum-2/train/images/f59678d4-09ca-4f4d-9a4e-7178fa2976ff_original_jpg.rf.c87673ffaeb7cf6f1fd1527bc1f015df.jpg,f59678d4-09ca-4f4d-9a4e-7178fa2976ff
"Coryphaenoides exhibit elongated, streamlined bodies with a dark coloration and smooth texture, resting on a substrate of irregular, rocky sediment.",src/data/Fathomnet-by-Phylum-2/train/images/4ebf73c3-a4c4-4018-8b5d-47dc1002d637_original_jpg.rf.0b4e15e0b99128026fa9d3ad4ac2de72.jpg,4ebf73c3-a4c4-4018-8b5d-47dc1002d637
"Pteraster exhibits a flattened, star-shaped morphology with a rough, textured surface, resting on a rocky substrate at 2027.25m depth.",src/data/Fathomnet-by-Phylum-2/train/images/1a19cab1-342d-4a40-b1e2-f62e71c72b83_original_jpg.rf.5344de7e985eec2685ed6d82359aa19e.jpg,1a19cab1-342d-4a40-b1e2-f62e71c72b83
"Peniagone exhibits a slender, elongated body with a translucent, gelatinous texture, hovering above a rocky substrate with layered sedimentary features.",src/data/Fathomnet-by-Phylum-2/train/images/557ad428-009a-41ca-8ddf-59cc662b2781_original_jpg.rf.28d8234d741e8b9083d954fdb0f33e5e.jpg,557ad428-009a-41ca-8ddf-59cc662b2781
"Coryphaenoides exhibit elongated, streamlined bodies with a pale coloration, resting on a rough, rocky substrate interspersed with sediment.",src/data/Fathomnet-by-Phylum-2/train/images/6c350b92-7605-4628-8b25-dfca4989aabb_original_jpg.rf.9401e12564b4ffb6aaa1f6db1efb71b2.jpg,6c350b92-7605-4628-8b25-dfca4989aabb
"Macrouridae exhibit elongated bodies with a tapered caudal region, typically grayish-brown, over a rocky substrate with smooth, irregular surfaces.",src/data/Fathomnet-by-Phylum-2/train/images/4cfa4db8-d814-4cf7-8858-097aa1786bcd_original_jpg.rf.fd75fc3cbe553f1c4e3b4a17034e15ea.jpg,4cfa4db8-d814-4cf7-8858-097aa1786bcd
"Bathyraja microtrachys exhibits a flattened, disc-shaped body with a pale coloration and smooth texture, resting on rocky substrate amidst fine sediment.",src/data/Fathomnet-by-Phylum-2/train/images/13d5bd81-e946-43a2-a5f3-fd1d0a239f38_original_jpg.rf.3568987c8cc7cd1d32efadb94fcc8428.jpg,13d5bd81-e946-43a2-a5f3-fd1d0a239f38
"Cystechinus giganteus exhibits a rounded, pale body with spiny texture, while Ophiuroidea display slender, flexible arms on a sandy substrate.",src/data/Fathomnet-by-Phylum-2/train/images/ed61f54a-4935-4ca0-8096-355768c46eab_original_jpg.rf.322871baaaa6593366a9822889e6c4ef.jpg,ed61f54a-4935-4ca0-8096-355768c46eab
"Psychrolutes phrictus exhibits a gelatinous, rounded body with pale coloration and a smooth texture, resting on a substrate of rocky sediment.",src/data/Fathomnet-by-Phylum-2/train/images/eb5f7e23-dc77-48e8-ad9d-8065413f5a7c_original_jpg.rf.876b92e03f43b0d06f537efc04ebe387.jpg,eb5f7e23-dc77-48e8-ad9d-8065413f5a7c
"Chrysogorgia pinnata exhibits a branching, tree-like morphology with a pale color and a delicate, textured surface, anchored to a soft sediment substrate.",src/data/Fathomnet-by-Phylum-2/train/images/cee4205b-64a6-44a3-925d-3a168b2dcf85_original_jpg.rf.8ed4f73b61b8f76d35c632682fbd99e9.jpg,cee4205b-64a6-44a3-925d-3a168b2dcf85
"Bathyraja abyssicola exhibits a flattened, disc-shaped body with a grayish-brown coloration, smooth texture, resting on soft sediment substrate.",src/data/Fathomnet-by-Phylum-2/train/images/4338fb19-5f5e-4157-8025-eb2f72452e49_original_jpg.rf.bbdf5640aa733e891ed22e23dfbc95e4.jpg,4338fb19-5f5e-4157-8025-eb2f72452e49
"Coryphaenoides exhibit elongated bodies with a silvery hue, smooth texture, resting on a soft sediment substrate interspersed with rocky formations.",src/data/Fathomnet-by-Phylum-2/train/images/cbec2932-30e5-45eb-b383-ee2f52fe38d3_original_jpg.rf.5c960d562dba69a7b6979bbf3d9301f2.jpg,cbec2932-30e5-45eb-b383-ee2f52fe38d3
"Brisingida exhibit a star-shaped morphology with a pale coloration, resting on a substrate of rugged basaltic rock.",src/data/Fathomnet-by-Phylum-2/train/images/6469e4c5-e5a2-4dab-89d9-d99ebee220f7_original_jpg.rf.3f3ef1f6b126bffadd6f91854311cb31.jpg,6469e4c5-e5a2-4dab-89d9-d99ebee220f7
"Synallactes exhibit elongated, cylindrical bodies with a mottled brown coloration and a smooth texture, resting on a substrate of coarse, rocky sediment.",src/data/Fathomnet-by-Phylum-2/train/images/8c1d1d34-859b-4b8d-a69d-28cbbe621c92_original_jpg.rf.14b1e274cf6e0dca8412ced3127f00a3.jpg,8c1d1d34-859b-4b8d-a69d-28cbbe621c92
"Coryphaenoides acrolepis exhibits an elongated, streamlined body with a pale coloration and smooth texture, resting on a hard, rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/3b4fe0b2-0959-4b71-8bec-3f280477f1ac_original_jpg.rf.f1438782b47e940545c00e646d6e109c.jpg,3b4fe0b2-0959-4b71-8bec-3f280477f1ac
"Coryphaenoides exhibit elongated, streamlined bodies with a dark, mottled coloration, resting on a substrate of uneven, rocky basalt formations.",src/data/Fathomnet-by-Phylum-2/train/images/d2f6da09-6c7f-4fc9-8205-7d88d8dced01_original_jpg.rf.3f352ccd684a93e95c10ab79498bf1aa.jpg,d2f6da09-6c7f-4fc9-8205-7d88d8dced01
"Coryphaenoides exhibits an elongated, streamlined body with a pale coloration and smooth texture, resting on a substrate of rocky sediment.",src/data/Fathomnet-by-Phylum-2/train/images/f8783e54-b93c-4fd6-89ca-02354063b9de_original_jpg.rf.7058e5ae3c3e5216f6f398c1ab360257.jpg,f8783e54-b93c-4fd6-89ca-02354063b9de
"Coryphaenoides acrolepis exhibits an elongated, streamlined body with a silvery-gray coloration, resting on a rough, rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/e61a8e4b-8a1c-4311-8c52-53308deb464e_original_jpg.rf.35465e68e501208b34c52aae450fe7f7.jpg,e61a8e4b-8a1c-4311-8c52-53308deb464e
"Opisthoteuthis cf. californiana exhibits a rounded, flattened body with a pale pink hue and smooth texture, resting on a sandy substrate interspersed with rocky formations.",src/data/Fathomnet-by-Phylum-2/train/images/82de0982-5578-4497-96c6-8ab097b0741b_original_jpg.rf.06f327ba43a8103a18643a483b8370d3.jpg,82de0982-5578-4497-96c6-8ab097b0741b
"Bathyraja spinosissima exhibits a flattened, disc-like shape with a bluish-gray coloration, while Coryphaenoides displays an elongated body with a darker hue, both resting on soft sediment substrate.",src/data/Fathomnet-by-Phylum-2/train/images/763521d3-dfe9-4221-ad5c-40d110285b18_original_jpg.rf.9cb3c1054fb55ffcc2dcc1e9b93e8034.jpg,763521d3-dfe9-4221-ad5c-40d110285b18
"Peniagone exhibits a cylindrical, elongated shape with a translucent, pale coloration, resting on a coarse, rocky substrate.",src/data/Fathomnet-by-Phylum-2/train/images/27c55340-d38d-4ca2-8d85-de05c9d49b36_original_jpg.rf.a5c2267dfe124999df9d7e3b02e8c053.jpg,27c55340-d38d-4ca2-8d85-de05c9d49b36
"Pteraster exhibits a star-shaped morphology with a rough, textured surface, displaying muted colors against a rocky substrate at 2319 m depth.",src/data/Fathomnet-by-Phylum-2/train/images/13341ec2-e241-48b4-bd6a-3fdd864dcbc7_original_jpg.rf.32d21f57879dc05905bf1685896a027c.jpg,13341ec2-e241-48b4-bd6a-3fdd864dcbc7
"Coryphaenoides acrolepis exhibits a streamlined, elongated body with a dark brown coloration and smooth texture, resting on a rocky substrate interspersed with fine sediment.",src/data/Fathomnet-by-Phylum-2/train/images/bfe19869-4a59-492f-ae07-446d67a4fb04_original_jpg.rf.312dd0f5528769b97e5e6430760f3402.jpg,bfe19869-4a59-492f-ae07-446d67a4fb04
