uuid,caption
48f8a004-973f-44c4-aad7-58069b156a0d,"Coryphaenoides exhibits an elongated, streamlined body with a dark coloration, resting on a soft, sedimentary substrate."
4caf2603-ce84-40e4-b44c-b2a78b07058d,"Cystechinus giganteus exhibits a globular shape, mottled gray coloration, rough texture, and resides on a rocky substrate at 1503.54 m depth."
56d75631-464f-46b7-8d47-2269a557dbf3,"Munnopsidae exhibit elongated, flattened bodies with a smooth, dark exoskeleton, residing on a rocky substrate characterized by fissured basalt."
7e8d4feb-e26a-4d9c-9246-cfe369da2a74,"Synallactes exhibit elongated, cylindrical bodies with a smooth, dark coloration, resting on a substrate of coarse, uneven basaltic rock."
d3657b60-e7e2-4b67-b3cf-f180958ed243,"Antimora microlepis exhibits an elongated, streamlined body with a silvery-gray coloration, resting on a rugged, rocky substrate at 2358.3 m depth."
4508d313-082c-4c4d-b981-b6d0f194ef1f,"Poralia rufescens exhibits a bell-shaped, translucent body with a reddish hue, floating above a soft sediment substrate at 825.09 m depth."
248a60f7-057e-420a-9078-9a8432a0addb,"Keratoisis exhibits a branching, coral-like morphology with a pale color and a rough texture, anchored to a rocky substrate at 1561.0m depth."
7e63d3ea-9f79-4732-a64d-a953e1f32891,"Bathyraja abyssicola exhibits a flattened, disc-like shape with a grayish-brown coloration and smooth texture, resting on a soft sediment substrate."
56fde1a6-b7e3-4c19-8af6-0306aca24144,"Bathyraja spinosissima exhibits a flattened, disc-like body with a pale coloration and rough texture, resting on a rocky substrate."
024b57e3-3fe4-44e2-8ca1-d5887632c162,"The polypropylene line is yellow, flexible, and smooth, while the drawer is black, rigid, and textured, resting on a rough basalt substrate."
81382796-651f-4bb9-84c1-8c22e50bdeed,"Zoantharia exhibit branching, cylindrical polyps with a pale coloration and a soft, textured surface, anchored on a rocky substrate."
7537b6ae-24f6-4440-9c6b-fcb95832fd0d,"Psychrolutes phrictus exhibits a gelatinous, rounded body with a mottled gray coloration, resting on a substrate of rocky sediment."
0e6ef718-a560-4e33-948a-9e37c909a67c,"Pteraster exhibits a star-shaped, pale body with a smooth texture, resting on a substrate of coarse sediment and rocky outcrops."
88bbf764-5a3d-4a8c-bb18-dbf2b7716208,"The manipulator features metallic chelipeds grasping a sandy substrate with scattered pebbles, while Cystechinus giganteus exhibits a pale, textured test on the seafloor."
bf3bc9a7-d11d-4a9a-9e4b-16ac2169e9fd,"Bathyraja spinosissima exhibits a flattened, disc-like shape with a grayish coloration and rough texture, resting on rocky substrate."
1d66350e-5479-44b3-96c4-7d8ed33e6639,"Pannychia exhibits a cylindrical shape with a pale coloration, smooth texture, and resides on a soft sediment substrate at 1468.07 m depth."
d4d8c9f3-fc3c-479a-8f5a-ac10521fbabd,"Asteroidea exhibits a pentamerous body plan with rough texture and muted coloration, while Coryphaenoides displays an elongated, streamlined shape against a rocky substrate."
4acd0930-32c2-403b-917f-050f37a5c04c,"Hymenaster exhibits a pink, soft-bodied morphology with a rough texture, residing on a basaltic rock substrate at 2387.02 meters depth."
a83efd1c-3142-41f9-9e1e-8389ef953017,"Antimora microlepis exhibits a streamlined, elongated body with a dark gray coloration and smooth texture, resting on a rocky substrate."
57e7e0a0-4e48-41cc-b444-25c7b5e620c8,"Synallactes exhibit elongated, cylindrical bodies with a smooth, dark coloration, resting on a substrate of rocky outcrops interspersed with fine sediment."
df799c77-f0a8-49e6-bf55-bd461df39bd4,"Swima bombiviridis exhibits a star-shaped, pale body with smooth texture, while Pteraster displays a robust, irregular form; both are on a rocky substrate."
ad7ffee7-c8c3-4277-a396-7a6296019944,"Opisthoteuthis cf. californiana exhibits a rounded, soft-bodied morphology with a reddish-brown color and smooth texture, resting on a sandy substrate."
01f4b828-a8b8-413a-81fb-018fafe28074,"Munnopsidae exhibit a flattened, elongated shape with a smooth, often pale coloration, residing on rocky substrate at a depth of 2355.0m."
53188c63-a6f6-44ea-9043-1224317e4f4b,"Isopoda exhibit a dorsally flattened, elongated body with a rough texture, camouflaged against a substrate of rocky, uneven sediment."
3bbed6ab-617b-4fa0-9b89-07bf1f242bd0,"Bathyraja microtrachys exhibits a flattened, disc-shaped body with a mottled brown coloration, resting on a soft sediment substrate."
eb185e47-3ee0-4ca8-aba1-522bff86429f,"Bathyraja spinosissima exhibits a flattened, disc-shaped body with a pale coloration and rough texture, resting on rocky substrate at depth."
46563a77-107a-4795-8aa8-10584abbb2e4,"Coryphaenoides exhibit elongated, streamlined bodies with a silvery-gray coloration, resting on a substrate of rocky sediment interspersed with coarse gravel."
46c88442-5c0c-49f7-851b-6e198cf53f35,"Synallactes exhibit elongated, cylindrical bodies with a smooth, gelatinous texture, displaying a pale coloration against a rocky substrate."
d0f70369-b620-4218-881f-b0774b844252,"Synallactes exhibit elongated, cylindrical bodies with a smooth texture, displaying a muted coloration against a substrate of irregular basaltic rock and fine sediment."
ebaab37a-a3a0-4354-87a6-904ce1f16b2b,"Bathyraja abyssicola exhibits a flattened, disc-like body with a grayish-brown coloration and smooth texture, resting on a sandy substrate."
fd008e42-e8b8-4b55-9d23-4e23b9d9e2ca,"Chionoecetes tanneri exhibits a robust, oval carapace with a mottled brown coloration and rough texture, resting on a rocky substrate."
65fa4c47-9603-4308-aa42-01f5a086678f,"Asteroidea exhibit a star-shaped morphology with rough texture, while Actiniaria display cylindrical polyps; substrate consists of rocky sediment."
86408189-0ffa-48e9-b27a-18af0413d805,"Paragorgia arborea exhibits a branching, tree-like morphology with a pink hue and a textured surface, anchored to rocky substrate at depth."
19b1a75c-511c-413e-85cc-65c7957af717,"Bathyraja spinosissima exhibits a flattened, disc-shaped body with a pale coloration and smooth texture, resting on soft sediment at depth."
566da252-c5b0-4857-900f-2626b9782cd8,"Synallactes exhibit elongated, cylindrical bodies with a smooth, pale coloration, resting on a substrate of coarse sediment and fragmented rock at 2400.75m depth."
bb5367f5-0bf3-4998-a25c-ae6d72044cdd,"Psychrolutes phrictus exhibits a gelatinous, rounded body with a mottled gray coloration and a rough texture, resting on a rocky substrate."
de4b3cb3-3aff-474d-8fc4-1a356a81da3f,"Antimora microlepis exhibits an elongated, streamlined body with a silvery-gray coloration, resting on a rugged, rocky substrate at significant depth."
8e7f5a54-bbcc-4d26-8c30-e000df68f955,"Ceriantharia exhibit cylindrical, elongated polyps with a reddish-brown hue, anchored in a rocky substrate interspersed with sediment and encrusting organisms."
4691de51-2cf2-4b2f-8d1f-0b694005565a,"Synallactes exhibit elongated, soft-bodied forms with a pale coloration, resting on a substrate of smooth, rounded boulders and fine sediment."
f727209f-3b4c-49e9-ac26-f744a4cbe2d8,"Ophiuroidea exhibit a central disc with elongated arms, displaying a mottled coloration and a rough texture, resting on a rocky substrate."
62bdd8ba-e6a0-4890-8c95-08bbeca303f6,"Synallactidae exhibit elongated, cylindrical bodies with a smooth texture, displaying muted brown hues against a rocky substrate interspersed with fine sediment."
d8ab250e-0086-45ae-93ae-1694ebb9f560,"Munnopsidae exhibit elongated, flattened bodies with a smooth texture, displaying muted colors against a rocky substrate interspersed with sediment."
3309ac00-6d03-4781-bd48-e9195341e17e,"Cystechinus giganteus exhibits a rounded, spiny morphology with a pale coloration, resting on a soft sediment substrate at 1544.54 meters depth."
2bac7530-2e39-4547-a5ab-db12c0076ad6,"Psychrolutes phrictus exhibits a gelatinous, rounded body with a pale gray coloration, resting on a soft, sedimentary substrate with distinct linear patterns."
6b4f0660-d7ad-4e96-a7c3-3d893f5e660c,"Bathyraja spinosissima exhibits a flattened, disc-like body with a pale coloration and rough texture, resting on a soft sediment substrate."
f5f3ac9a-6f5e-4534-9d9f-3d3c064753e6,"Opisthoteuthis cf. californiana exhibits a bulbous body, soft texture, pale pink coloration, and is likely hovering above a soft sediment substrate."
2d0a7146-59d9-46dc-bd6c-9947825bad0d,"Synallactes exhibit elongated, cylindrical bodies with a pale coloration, textured skin, and inhabit a substrate of rugged, uneven rock formations."
cec69846-3cd6-4811-9b86-92f1186f5f79,"Chrysogorgia pinnata exhibits a branching, tree-like morphology with white polyps, while the substrate consists of rocky outcrops and sediment."
d569f03e-3a28-42bb-b02c-e839c615895c,"Antimora microlepis exhibits an elongated, streamlined body with a silvery hue, resting on a rocky substrate characterized by smooth, undulating surfaces."
47c9f848-c697-4d15-b899-4a64a987cf53,"Ceriantharia exhibit elongated, cylindrical polyps with a brownish hue and a soft, textured surface, anchored to a rocky substrate scattered with sediment."
0064284a-99a0-4ad2-b607-828fe49e4b39,"Cystechinus giganteus exhibits a globular, pale body with a smooth texture, resting on a substrate of fine sediment."
1ed3fe06-cfd9-4375-8021-650112160a2b,"Antimora microlepis exhibits an elongated, streamlined body with a dark brown coloration and smooth texture, resting on a substrate of rocky sediment."
2b23a3a6-5b75-413f-bc81-c4b5f3dda71b,"Peniagone exhibits a slender, elongated body with a translucent, gelatinous texture, hovering above a rocky substrate at 2420.98 m depth."
b8003654-ef7e-4265-8e4d-b5d03cb0b9b4,"Regadrella exhibits a cylindrical, porous structure with a pale color, while Munidopsis displays a robust, spiny morphology on a soft sediment substrate."
7c445f62-8f62-4cf5-a519-4f3a21c40f84,"Coryphaenoides exhibits an elongated, streamlined body with a pale coloration, gliding over a rocky substrate interspersed with fine sediment."
409c6b1d-9dc8-42a4-b4d6-6a8d792d3b77,"Hymenaster exhibits a star-shaped morphology with a pale coloration and rough texture, resting on a substrate of rocky sediment."
0119ae5f-0b36-48c1-875a-bb37907cec57,"Antimora microlepis exhibits an elongated, streamlined body with a dark brown coloration and smooth texture, resting on a rugged volcanic substrate."
9e2514d3-0f76-4e48-85f6-f1f945b1037f,"Synallactes exhibit elongated, cylindrical bodies with a smooth texture, displaying muted brown hues against a substrate of irregular basaltic rocks and coarse sediment."
12aaac9b-28bc-40a0-aa29-b3627c84711e,"Asellota exhibit a flattened, elongated body with a granular texture, blending grayish tones against a rocky substrate interspersed with fine sediment."
e9038dba-e9a1-450f-a565-fde01e5c3504,"Psychrolutes phrictus exhibits a gelatinous, rounded body with a pale coloration, resting on a substrate of coarse volcanic rock and sediment."
ff05eb9a-7cfa-4869-b995-b62ce7ad2c42,"Psychrolutes phrictus exhibits a gelatinous, rounded body with a pale coloration, resting on a substrate of rocky sediment."
a4ecf41d-2a97-438f-9dbf-fff633560f43,"Psychrolutes phrictus exhibits a gelatinous, rounded body with a pale coloration and smooth texture, resting on a soft, sedimentary substrate."
45f8e621-4357-4a62-b3de-c6bb997d8b88,"Coryphaenoides exhibits an elongated, streamlined body with a bluish-gray coloration, textured skin, and is situated over a rocky substrate."
d5cea595-a653-4ebd-9d54-752ea1530b74,"Holothuroidea exhibit elongated, soft-bodied forms with a leathery texture, while Ophiuroidea display a star-like shape with articulated arms, both on rocky sediment substrate."
74557982-8aaa-4ecb-a8f0-0348a26dc4bf,"Paulasterias mcclaini exhibits a robust, irregular shape with a rough texture, while Ophiuroidea displays slender, flexible arms; both inhabit a soft sediment substrate."
4e07dacc-7fe1-4573-82a4-bc30418243b0,"Paragorgia arborea exhibits a branching, tree-like morphology with a pink hue, textured surface, anchored to rocky substrate at 2129.66 m depth."
1ba6b4bd-f70c-4d88-822f-0edf2050fe5b,"Pteraster exhibits a pentagonal shape with a pinkish hue and rough, tuberculate texture, resting on a rocky substrate."
dfaa4b8b-c560-4510-b3bc-459a6aac378d,"Antimora microlepis exhibits an elongated, streamlined body with a silvery hue and smooth texture, resting on a mixed substrate of fine sediment and rocky outcrops."
dd3280cc-2814-473b-995f-81208b690843,"Antimora microlepis exhibits an elongated, streamlined body with a dark coloration, resting on soft sediment substrate at 2267.82m depth."
758ce344-a780-4dbf-988c-2d63a06b4dc2,"Synallactes exhibit elongated, soft-bodied morphology with a pale coloration, resting on a substrate of coarse sediment and rocky outcrops."
f5b67889-4ca9-4f97-b9ec-a12eeb33955b,"Antimora microlepis exhibits an elongated, streamlined body with a silvery hue, resting on a rocky substrate covered in fine sediment."
4a4deb91-5e33-4766-bf14-d419d764e2aa,"Antimora microlepis exhibits an elongated, streamlined body with a dark brown coloration, resting on a rocky substrate covered in fine sediment."
f8091391-0176-4476-800b-4fa675e9db95,"Bathyraja spinosissima exhibits a flattened, disc-shaped body with a pale coloration and smooth texture, resting on a rocky substrate."
a28a684e-a2da-4139-a5ec-d51a3dcab2ce,"Psychrolutes phrictus exhibits a gelatinous, rounded body with a pale gray coloration and smooth texture, resting on a substrate of irregular, dark sedimentary rocks."
2e27fdce-fac6-4271-8d2e-114f50d1d354,"Poralia rufescens exhibits a bell-shaped, reddish-orange medusa with a smooth texture, suspended above a rugged, sedimentary rock substrate."
1dd8a3f7-cbd5-460e-b9cf-9c945db23b0f,"Ophiuroidea exhibit a central disc with slender, flexible arms, typically pale in color, resting on a soft sediment substrate."
cc84cea7-1771-4025-8978-c076f26baf5d,"Paragorgia arborea exhibits a branching, tree-like morphology with a pink hue and a soft, flexible texture, anchored on rocky substrate."
974e8451-dcc3-4892-befd-e8b1d8bfd8fe,"Munidopsis exhibits a robust, elongated body with a smooth, pale exoskeleton, while Caulophacus is characterized by a bulbous, translucent shape; both inhabit a rocky substrate interspersed with sediment."
2a9b29f1-840c-4467-b6fe-a64c5e239d5d,"Paragorgia arborea exhibits a bushy, branching morphology with pink, fleshy polyps on a rocky substrate, providing habitat for associated fauna."
f80df831-7d97-4084-90e3-e3ed4261e408,"Chrysogorgia exhibits a branching, bushy morphology with a pale pink hue, textured surface, anchored to a rocky substrate."
a520109b-ae85-4020-8c94-9e93a6adb291,"Psychrolutes phrictus exhibits a gelatinous, rounded body with a pale coloration, resting on a soft sediment substrate interspersed with rocky outcrops."
e361d95a-9e9d-4e60-8dc6-b941f4c545b5,"Coryphaenoides exhibit elongated bodies with a streamlined shape, pale coloration, smooth texture, resting on a substrate of rocky sediment."
7d09d140-1be4-4f36-b7e7-e41c3e8cbb0e,"Antimora microlepis exhibits an elongated, streamlined body with a silvery coloration and smooth texture, resting on a substrate of rocky sediment."
a124504c-e1ab-443c-843e-8e2f6347a8f2,"Coryphaenoides exhibits an elongated, streamlined body with a dark coloration, while Zoroaster spinulosus has a star-shaped, spiny texture on soft sediment substrate."
d8c29f5b-898d-4660-90d9-b6544d5da283,"Psychrolutes phrictus exhibits a gelatinous, rounded body with a pale coloration, resting on a rocky substrate covered in fine sediment."
4d193119-f41f-4189-9676-242ab4a0f7e1,"Crinoidea exhibit a cup-shaped calyx with feathery arms, while Antimora microlepis has an elongated, streamlined body; substrate consists of rocky outcrops and fine sediment."
394e1ee0-6b58-4f75-8842-edddf627a6d9,"Peniagone exhibits a translucent, gelatinous body with a smooth texture, situated on a rocky substrate characterized by dark basaltic formations."
a3675720-3de0-4429-a640-067eb8c9ea66,"Paragorgia arborea exhibits a bushy, branching morphology with a pinkish hue and a soft, fleshy texture, anchored to rocky substrate."
60a45d37-0fc1-4896-b5cd-60873c258f88,"Ophiuroidea exhibit a disc-shaped body with slender arms, displaying a muted color palette against a rocky substrate covered in fine sediment."
8b51f908-5f26-4982-8a14-d0c329233b8d,"Pteraster exhibits a pentagonal shape, pale pink coloration, rough texture, and resides on a substrate of coarse volcanic rock and sediment."
26393f1f-d85e-45b1-ad07-47e82d3dad23,"Antimora microlepis exhibits an elongated, streamlined body with a silvery coloration and smooth texture, resting on a substrate of rocky sediment."
d6db282c-d61e-4c0b-9984-6807141dc832,"Synallactes exhibit elongated, cylindrical bodies with a smooth, pale surface, resting on a substrate of dark, sedimentary rock and soft sediments."
7a6b9369-1170-43e3-a263-4b459523dd9e,"Synallactes exhibit elongated, cylindrical bodies with a smooth, pale coloration, resting on a substrate of uneven, rocky sediment."
8d66b4b0-3a2b-4fd0-ba78-49e2acae2641,"Coryphaenoides acrolepis exhibits an elongated, streamlined body with a dark gray coloration, resting on a rocky substrate interspersed with fine sediment."
e289635c-44d9-4313-8309-5b1ce19f80ae,"Coryphaenoides acrolepis exhibits an elongated, streamlined body with a pale coloration, swimming above a rocky substrate with scattered sediment."
fa05f3eb-7df4-4be5-826b-0ffc193620f9,"Paragorgia arborea exhibits a branching, tree-like morphology with pink polyps, a soft texture, anchored to rocky substrate at 1669.69 m depth."
518d7eb7-0099-4e9f-b611-aa760d993d32,"Coryphaenoides exhibit elongated, streamlined bodies with a pale coloration and smooth texture, resting on a rocky substrate at 2176.86 m depth."
0632ef53-e09f-4b0e-96f7-2a87d0816b76,"Bathyraja abyssicola exhibits a flattened, disc-like body with a grayish coloration and smooth texture, resting on a soft sediment substrate."
92b34183-4599-4dc5-9b8c-9afee015b67e,"Synallactidae exhibit elongated, soft-bodied forms with a smooth texture, typically pale in color, resting on a substrate of uneven, rocky sediment."
bf3b68a1-2511-42a7-90c1-707a5d76d0cb,"Synallactes exhibit elongated, soft-bodied forms with a pale coloration, resting on a rugged, rocky substrate characterized by volcanic basalt formations."
63b47a62-6573-4bfc-96b1-e74be04ec19d,"Ophiuroidea exhibit a star-like shape with slender arms, pale coloration, and a rough texture, resting on a rocky substrate."
0ceb57fe-5577-4c8c-9deb-78c8cb9ef4cf,"Pannychia moseleyi exhibits a flattened, irregular shape with a dark, mottled coloration and a rough texture, residing on a rocky substrate."
61e9a36f-372f-4784-b951-583ac44299c8,"Crossaster borealis exhibits a pentagonal shape, pale pink coloration, rough texture, resting on a rocky substrate."
831a0392-13eb-4ab5-b43a-2f4fd4d2ed50,"Bathyraja spinosissima exhibits a flattened, disc-like shape with a pale coloration and rough texture, resting on rocky substrate interspersed with sediment."
5e711c56-639a-4222-9cb1-2fa34907ba36,"Antimora microlepis exhibits an elongated, streamlined body with a dark gray coloration and smooth texture, resting on a substrate of rocky, uneven volcanic formations."
6d4e6f77-e476-4926-8fae-302a9dbfaa60,"Psychrolutes phrictus exhibits a gelatinous, rounded body with a pale coloration, resting on a rocky substrate covered in fine sediment."
072a0020-bf83-4edb-99e9-cbd0f4f01c41,"Holothuroidea exhibit elongated, cylindrical bodies with a leathery texture, often in muted colors, resting on a rocky substrate interspersed with fine sediment."
7fc31450-04ee-405b-b5c8-79035947f3a9,"Bathyraja microtrachys exhibits a flattened, disc-shaped body with a grayish coloration, resting on a soft, sandy substrate interspersed with small rocks."
fd5f6f77-b8aa-4cd2-ab9c-164cc314ef60,"Coryphaenoides acrolepis exhibits a streamlined, elongated body with a silvery hue, resting on a soft, sedimentary substrate with undulating patterns."
f535b1e8-38d7-4879-a999-20729f01c6f4,"Synallactes exhibit elongated, cylindrical bodies with a mottled brown coloration, resting on a substrate of coarse sediment and irregular rocky formations."
6d671ab9-42b4-4eb9-b88f-c51a3d5ca0e3,"Bathyraja spinosissima exhibits a flattened, disc-shaped body with a pale coloration and smooth texture, resting on a rocky substrate interspersed with sediment."
aa287465-854c-44bb-8ecd-a9f5ab0844b3,"Bathyraja spinosissima exhibits a flattened, disc-shaped body with a pale coloration and smooth texture, resting on a rocky substrate."
a8b95b83-be6d-485b-8aa6-221c47518047,"Bathyraja abyssicola exhibits a flattened, disc-shaped body with a smooth, grayish-brown texture, resting on soft sediment substrate."
68ce135f-af03-4081-bce4-11afc3764776,"Hymenaster exhibits a pink, spiny morphology with a star-like shape, resting on a substrate of dark volcanic rock."
c07998d9-40ed-4912-bba8-d7e4035be786,"Paragorgia arborea exhibits a branching, tree-like morphology with a pale pink color and a rough texture, anchored to rocky substrate at depth."
12dcc67f-27a3-4b54-af0e-6a6ee0554993,"Bathyraja spinosissima exhibits a flattened, disc-like body with a pale coloration and smooth texture, resting on rocky substrate at 2059 m depth."
ba4ec967-e4b8-4cde-87ac-ae41bce3c842,"Paragorgia arborea exhibits a branching, tree-like morphology with pink, soft-textured polyps, anchored to a rocky substrate at 1670 m depth."
16edde01-5afb-48a9-a766-82247c057bd8,"Bathyraja microtrachys exhibits a flattened, diamond-shaped body with a grayish coloration and rough texture, resting on rocky substrate amidst fine sediment."
0a1a27a9-31b6-4649-b11d-142ec5490985,"The suction sampler features a cylindrical, dark-colored body with a smooth texture, positioned on a substrate of coarse sediment and rocky outcrops."
8a5a33af-5ce4-4749-99b5-be9b3a4a8320,"Coryphaenoides exhibits an elongated, streamlined body with a pale coloration and smooth texture, resting on a soft sediment substrate interspersed with rocky formations."
1e6902f6-6cc8-448a-b716-5201402c243c,"Cystechinus giganteus exhibits a globular shape, reddish-brown color, rough texture, and resides on a rocky substrate at 1540.93 m depth."
04d688a8-3307-4091-be68-88e5cd809629,"Cystechinus giganteus exhibits a rounded, pale body with a smooth texture, while Ophiuroidea display slender, flexible arms on a soft sediment substrate."
b1043bea-246e-464f-88ed-22cbd742a28e,"Bathyraja spinosissima exhibits a flattened, disc-like body with a mottled gray coloration, resting on rocky substrate amidst fine sediment."
2e4b2d1c-6dcc-4209-8d3f-c3e8be3c7c23,"Crossaster borealis exhibits a pentagonal shape with pale pink coloration and a rough texture, resting on a rocky substrate."
721c0e83-16ae-41cd-8237-6e0cc92e6b79,"Euplectellidae exhibit a cylindrical, porous structure with a white to cream coloration, resting on a substrate of irregular, rocky sediment."
dd465fe8-ccdb-4d72-9176-fa81ec14a650,"Synallactes exhibit elongated, soft-bodied morphology with a pale pink hue, resting on a rocky substrate with textured surfaces."
19b92796-58d7-4bf6-8ea7-d5bf8c02705b,"Coryphaenoides exhibit elongated, streamlined bodies with a dark, mottled coloration, resting on a substrate of rocky, uneven basalt formations."
d480b79b-2f36-4561-bd36-b448264f44e2,"Pteraster exhibits a star-shaped, pale coloration with a rough texture, resting on a sedimentary substrate."
bcab4d59-2b0f-4acc-b68f-a87f2fc799a2,"Synallactes exhibit elongated, cylindrical bodies with a smooth, dark coloration, resting on a substrate of rocky sediment with a rugged texture."
656f1397-2962-48f3-b2f0-6d2c9930d788,"Tunicata exhibit irregular, gelatinous shapes with a translucent appearance, adhering to rocky substrate covered in fine sediment."
cae70be6-7fd2-4703-940f-e1f5b4d43f74,"Coryphaenoides exhibits an elongated, streamlined body with a silvery hue and smooth texture, resting on a rocky substrate."
9cf8ee76-148c-48bc-8ba8-7f3f632624e0,"Pterasteridae exhibit a flattened, star-shaped morphology with a pale coloration, textured surface, resting on a rocky substrate."
4ddd8fc7-b312-492e-9ca5-6d6f5d9c0300,"Opisthoteuthis cf. californiana exhibits a rounded, bulbous body with a reddish-brown hue and smooth texture, resting on a soft, sandy substrate."
5de95318-7f63-4bab-a4cf-0b7139ee7aed,"Synallactes exhibit elongated, cylindrical bodies with a smooth texture, displaying muted colors against a substrate of rocky sediment at 2325.39 m depth."
7bea8f98-4bc0-4a97-b43e-4be5b24b306b,"Bathyraja spinosissima exhibits a flattened, disc-shaped body with a pale coloration and smooth texture, resting on soft sediment substrate."
c96a4cd6-4b8d-4d6f-b84d-03b13b0ecc95,"Psychrolutes phrictus exhibits a gelatinous, rounded body with a mottled gray coloration and a rough texture, resting on a rocky substrate."
ba42e604-734d-4758-baa9-fab17ad7325a,"Bathyraja abyssicola exhibits a flattened, disc-shaped body with a mottled brown coloration and smooth texture, resting on soft sediment substrate."
23e9dc62-7585-4494-9728-597c2020de79,"Hymenaster exhibits a flattened, disc-like shape with a pale pink coloration and a textured surface, resting on a rocky substrate."
58bef40c-7c9f-4174-abe1-8f6522b2e905,"Coryphaenoides exhibit elongated bodies with a streamlined shape, pale coloration, and smooth texture, resting on a substrate of rocky sediment."
807ead0e-c26f-4fe9-b800-95fe3f62711f,"Hymenaster exhibits a star-shaped, pale lavender body with a smooth texture, resting on a rugged basalt substrate."
1c628f9e-65a7-4df2-88e8-be6ec37875ae,"Coryphaenoides exhibits an elongated, streamlined body with a bluish-gray hue, resting on a flat, rocky substrate interspersed with fine sediment."
b110ea1e-3c9f-41d9-b371-d5cd3ef6d08c,"Coryphaenoides exhibits an elongated, streamlined body with a bluish hue, textured skin, and resides on a rocky substrate interspersed with fine sediment."
29149772-4d6a-40d1-af7c-2fe51ade6d69,"Zoantharia exhibit a rounded, encrusting morphology with a beige color and smooth texture, while Swiftia kofoidi displays a bushy, red form with a soft, flexible texture, both on rocky substrate."
28bb05db-f3a2-4d83-94df-84682e5d1def,"Ophiuroidea exhibit a star-shaped morphology with slender arms, pale coloration, and a rough texture, resting on a soft sediment substrate."
3e00f514-e264-4573-9b01-b754fd66cee2,"Coryphaenoides acrolepis exhibits an elongated, streamlined body with a dark brown coloration, resting on a rocky substrate interspersed with sediment."
bf4848b2-6f3c-4c68-9db4-aecebd640d97,"Hymenaster exhibits a star-shaped, pale body with a textured surface, resting on rocky substrate at 2448.9 meters depth."
d7fde19e-625e-41de-a490-e66ac001c583,"Bargmannia elongata exhibits elongated, translucent bodies with a smooth texture, found on soft sediment substrates at 812.83 m depth."
001c55a1-6a39-4f0b-8cba-70efa5b6ef0e,"Bathyraja spinosissima exhibits a flattened, disc-shaped body with a pale coloration and rough texture, resting on rocky substrate at depth."
e835a713-a08f-4b61-af86-47df7aff97e2,"Bathyraja spinosissima exhibits a flattened, disc-like body with a pale coloration and rough texture, resting on a substrate of fine sediment and scattered rocks."
6312278a-c982-45c4-a4a0-e02de7fd5b27,"Solmissus exhibits a bell-shaped, translucent body with long, trailing tentacles, suspended above a soft sediment substrate at 1449.45 meters depth."
63e493c9-2759-4ad8-a296-53ac09e4c332,"Asellota exhibit elongated, segmented bodies with a pale coloration, residing on a rocky substrate covered in fine sediment."
23805f49-26b8-4fa2-a247-f20916e261d9,"Opisthoteuthis cf. californiana exhibits a rounded, gelatinous body with a pale pink hue, smooth texture, hovering above a soft sediment substrate."
2189a3e2-0b36-4dd8-9443-d19e47ae1bb7,"Antimora microlepis exhibits an elongated, streamlined body with a dark brown coloration, textured skin, and is situated on a rocky substrate interspersed with sediment."
68a6aa73-d28b-436f-ac84-b7cc7f45cb5d,"Synallactes exhibit elongated, cylindrical bodies with a dark brown to black coloration, textured with a rough, uneven surface, resting on a rocky substrate."
2cab361a-f8f5-45f5-91fb-7a888c9ec837,"Bathyraja abyssicola exhibits a flattened, disc-shaped body with a grayish-brown coloration, resting on soft sediment at 1531.2 meters depth."
78e4d715-223f-4c2a-9c04-a611b2ba970d,"Synallactes exhibit elongated, soft-bodied morphology with a pale coloration, residing on a substrate of coarse sediment and rocky outcrops at 2442.37 m depth."
b33aa754-046e-4c7a-bcc5-1660da9ef0d1,"Pannychia moseleyi exhibits an elongated, translucent body with feathery polyps, resting on a rocky substrate interspersed with fine sediment."
8b50bce3-04d2-492f-b48c-8fc21997c26e,"Opisthoteuthis cf. californiana exhibits a soft, rounded body with a pale pink hue, resting on a substrate of fine sediment and scattered rocks."
8f783faa-2772-406f-a8f3-806bba9ca2ab,"Solasteridae exhibit a star-shaped morphology with a pale coloration and rough texture, resting on a rocky substrate covered in fine sediment."
e65a06dc-9628-420a-acef-ce3b182727d0,"Macroregonia macrochira exhibits elongated, robust bodies with a dark coloration, while Macrouridae display tapered shapes; substrate consists of soft sediment."
6a3b7c16-dc62-4ff7-b0e2-bcffde6bacbd,"Synallactes exhibit elongated, cylindrical bodies with a smooth, dark coloration, resting on a hard, rocky substrate characterized by uneven, textured surfaces."
a451d823-717b-41dd-8f11-bca1a617ca82,"Pteraster exhibits a flattened, star-shaped morphology with a rough, textured surface, resting on a substrate of irregular, rocky formations."
49f8eddb-5ee3-40ed-b536-89a52172563f,"Coryphaenoides exhibits an elongated, streamlined body with a silvery coloration, resting on a substrate of angular, dark basaltic rock fragments."
1a04e0ce-32b1-4f9b-84a2-74d439287f3c,"Pannychia moseleyi exhibits a translucent, elongated body with feathery polyps, resting on a substrate of fine sediment and rocky outcrops."
888f0153-ff83-46ba-9ddf-2fc3f41c7630,"Peniagone exhibits a slender, elongated body with a translucent, pale coloration, resting on a soft sediment substrate at 2380.0m depth."
2e21b32f-6f18-434c-9b9a-6d6a0b724d55,"Antimora microlepis exhibits an elongated, streamlined body with a silvery-gray coloration, residing on a rocky substrate characterized by smooth, flat surfaces and crevices."
